fecha,id_tienda,id_producto,unidades_vendidas,ciudad,tamaño_m2,nombre,categoria,costo_unitario,precio_venta,costo_almacenamiento_semanal,stock_actual,trend_type,mes,dia_semana
2024-02-12,STORE_03,PROD_006,16,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,0
2024-02-13,STORE_03,PROD_006,19,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,1
2024-02-14,STORE_03,PROD_006,6,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,2
2024-02-15,STORE_03,PROD_006,17,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,3
2024-02-16,STORE_03,PROD_006,20,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,4
2024-02-17,STORE_03,PROD_006,36,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,5
2024-02-18,STORE_03,PROD_006,26,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,6
2024-02-19,STORE_03,PROD_006,22,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,0
2024-02-20,STORE_03,PROD_006,17,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,1
2024-02-21,STORE_03,PROD_006,17,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,2
2024-02-22,STORE_03,PROD_006,15,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,3
2024-02-23,STORE_03,PROD_006,31,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,4
2024-02-24,STORE_03,PROD_006,22,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,5
2024-02-25,STORE_03,PROD_006,25,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,6
2024-02-26,STORE_03,PROD_006,13,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,0
2024-02-27,STORE_03,PROD_006,12,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,1
2024-02-28,STORE_03,PROD_006,12,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,2
2024-02-29,STORE_03,PROD_006,21,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,2,3
2024-03-01,STORE_03,PROD_006,28,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,4
2024-03-02,STORE_03,PROD_006,30,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,5
2024-03-03,STORE_03,PROD_006,28,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,6
2024-03-04,STORE_03,PROD_006,19,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,0
2024-03-05,STORE_03,PROD_006,14,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,1
2024-03-06,STORE_03,PROD_006,9,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,2
2024-03-07,STORE_03,PROD_006,18,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,3
2024-03-08,STORE_03,PROD_006,29,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,4
2024-03-09,STORE_03,PROD_006,23,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,5
2024-03-10,STORE_03,PROD_006,23,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,6
2024-03-11,STORE_03,PROD_006,24,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,0
2024-03-12,STORE_03,PROD_006,8,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,1
2024-03-13,STORE_03,PROD_006,12,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,2
2024-03-14,STORE_03,PROD_006,10,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,3
2024-03-15,STORE_03,PROD_006,33,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,4
2024-03-16,STORE_03,PROD_006,23,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,5
2024-03-17,STORE_03,PROD_006,30,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,6
2024-03-18,STORE_03,PROD_006,18,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,0
2024-03-19,STORE_03,PROD_006,16,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,1
2024-03-20,STORE_03,PROD_006,12,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,2
2024-03-21,STORE_03,PROD_006,16,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,3
2024-03-22,STORE_03,PROD_006,19,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,4
2024-03-23,STORE_03,PROD_006,23,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,5
2024-03-24,STORE_03,PROD_006,25,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,6
2024-03-25,STORE_03,PROD_006,19,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,0
2024-03-26,STORE_03,PROD_006,19,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,1
2024-03-27,STORE_03,PROD_006,10,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,2
2024-03-28,STORE_03,PROD_006,11,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,3
2024-03-29,STORE_03,PROD_006,27,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,4
2024-03-30,STORE_03,PROD_006,27,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,5
2024-03-31,STORE_03,PROD_006,28,Bogota,42,Croissant,Alimentos,1200,3500,25,18,seasonal,3,6
2024-01-01,STORE_03,PROD_007,14,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,0
2024-01-02,STORE_03,PROD_007,20,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,1
2024-01-03,STORE_03,PROD_007,10,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,2
2024-01-04,STORE_03,PROD_007,10,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,3
2024-01-05,STORE_03,PROD_007,41,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,4
2024-01-06,STORE_03,PROD_007,28,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,5
2024-01-07,STORE_03,PROD_007,19,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,6
2024-01-08,STORE_03,PROD_007,11,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,0
2024-01-09,STORE_03,PROD_007,21,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,1
2024-01-10,STORE_03,PROD_007,10,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,2
2024-01-11,STORE_03,PROD_007,12,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,3
2024-01-12,STORE_03,PROD_007,31,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,4
2024-01-13,STORE_03,PROD_007,38,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,5
2024-01-14,STORE_03,PROD_007,31,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,6
2024-01-15,STORE_03,PROD_007,12,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,0
2024-01-16,STORE_03,PROD_007,17,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,1
2024-01-17,STORE_03,PROD_007,13,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,2
2024-01-18,STORE_03,PROD_007,24,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,3
2024-01-19,STORE_03,PROD_007,29,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,4
2024-01-20,STORE_03,PROD_007,30,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,5
2024-01-21,STORE_03,PROD_007,21,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,6
2024-01-22,STORE_03,PROD_007,12,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,0
2024-01-23,STORE_03,PROD_007,23,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,1
2024-01-24,STORE_03,PROD_007,17,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,2
2024-01-25,STORE_03,PROD_007,14,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,3
2024-01-26,STORE_03,PROD_007,23,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,4
2024-01-27,STORE_03,PROD_007,32,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,5
2024-01-28,STORE_03,PROD_007,21,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,6
2024-01-29,STORE_03,PROD_007,17,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,0
2024-01-30,STORE_03,PROD_007,16,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,1
2024-01-31,STORE_03,PROD_007,16,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,1,2
2024-02-01,STORE_03,PROD_007,21,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,3
2024-02-02,STORE_03,PROD_007,25,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,4
2024-02-03,STORE_03,PROD_007,29,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,5
2024-02-04,STORE_03,PROD_007,31,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,6
2024-02-05,STORE_03,PROD_007,17,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,0
2024-02-06,STORE_03,PROD_007,22,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,1
2024-02-07,STORE_03,PROD_007,13,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,2
2024-02-08,STORE_03,PROD_007,17,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,3
2024-02-09,STORE_03,PROD_007,32,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,4
2024-02-10,STORE_03,PROD_007,41,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,5
2024-02-11,STORE_03,PROD_007,37,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,6
2024-02-12,STORE_03,PROD_007,16,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,0
2024-02-13,STORE_03,PROD_007,22,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,1
2024-02-14,STORE_03,PROD_007,17,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,2
2024-02-15,STORE_03,PROD_007,12,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,3
2024-02-16,STORE_03,PROD_007,24,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,4
2024-02-17,STORE_03,PROD_007,32,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,5
2024-02-18,STORE_03,PROD_007,21,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,6
2024-02-19,STORE_03,PROD_007,14,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,0
2024-02-20,STORE_03,PROD_007,17,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,1
2024-02-21,STORE_03,PROD_007,19,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,2
2024-02-22,STORE_03,PROD_007,15,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,3
2024-02-23,STORE_03,PROD_007,45,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,4
2024-02-24,STORE_03,PROD_007,38,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,5
2024-02-25,STORE_03,PROD_007,25,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,6
2024-02-26,STORE_03,PROD_007,16,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,0
2024-02-27,STORE_03,PROD_007,9,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,1
2024-02-28,STORE_03,PROD_007,18,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,2
2024-02-29,STORE_03,PROD_007,9,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,2,3
2024-03-01,STORE_03,PROD_007,29,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,4
2024-03-02,STORE_03,PROD_007,29,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,5
2024-03-03,STORE_03,PROD_007,30,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,6
2024-03-04,STORE_03,PROD_007,13,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,0
2024-03-05,STORE_03,PROD_007,18,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,1
2024-03-06,STORE_03,PROD_007,16,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,2
2024-03-07,STORE_03,PROD_007,14,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,3
2024-03-08,STORE_03,PROD_007,22,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,4
2024-03-09,STORE_03,PROD_007,32,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,5
2024-03-10,STORE_03,PROD_007,23,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,6
2024-03-11,STORE_03,PROD_007,13,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,0
2024-03-12,STORE_03,PROD_007,13,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,1
2024-03-13,STORE_03,PROD_007,23,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,2
2024-03-14,STORE_03,PROD_007,19,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,3
2024-03-15,STORE_03,PROD_007,33,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,4
2024-03-16,STORE_03,PROD_007,27,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,5
2024-03-17,STORE_03,PROD_007,45,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,6
2024-03-18,STORE_03,PROD_007,12,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,0
2024-03-19,STORE_03,PROD_007,17,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,1
2024-03-20,STORE_03,PROD_007,16,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,2
2024-03-21,STORE_03,PROD_007,13,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,3
2024-03-22,STORE_03,PROD_007,33,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,4
2024-03-23,STORE_03,PROD_007,26,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,5
2024-03-24,STORE_03,PROD_007,34,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,6
2024-03-25,STORE_03,PROD_007,18,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,0
2024-03-26,STORE_03,PROD_007,21,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,1
2024-03-27,STORE_03,PROD_007,20,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,2
2024-03-28,STORE_03,PROD_007,13,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,3
2024-03-29,STORE_03,PROD_007,38,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,4
2024-03-30,STORE_03,PROD_007,38,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,5
2024-03-31,STORE_03,PROD_007,32,Bogota,42,Pastel de Pollo,Alimentos,1500,3500,30,4,up,3,6
2024-01-01,STORE_03,PROD_008,11,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,0
2024-01-02,STORE_03,PROD_008,14,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,1
2024-01-03,STORE_03,PROD_008,5,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,2
2024-01-04,STORE_03,PROD_008,21,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,3
2024-01-05,STORE_03,PROD_008,28,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,4
2024-01-06,STORE_03,PROD_008,30,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,5
2024-01-07,STORE_03,PROD_008,14,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,6
2024-01-08,STORE_03,PROD_008,19,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,0
2024-01-09,STORE_03,PROD_008,11,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,1
2024-01-10,STORE_03,PROD_008,21,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,2
2024-01-11,STORE_03,PROD_008,25,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,3
2024-01-12,STORE_03,PROD_008,23,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,4
2024-01-13,STORE_03,PROD_008,22,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,5
2024-01-14,STORE_03,PROD_008,9,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,6
2024-01-15,STORE_03,PROD_008,26,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,0
2024-01-16,STORE_03,PROD_008,38,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,1
2024-01-17,STORE_03,PROD_008,11,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,2
2024-01-18,STORE_03,PROD_008,7,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,3
2024-01-19,STORE_03,PROD_008,15,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,4
2024-01-20,STORE_03,PROD_008,22,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,5
2024-01-21,STORE_03,PROD_008,37,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,6
2024-01-22,STORE_03,PROD_008,19,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,0
2024-01-23,STORE_03,PROD_008,8,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,1
2024-01-24,STORE_03,PROD_008,13,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,2
2024-01-25,STORE_03,PROD_008,14,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,3
2024-01-26,STORE_03,PROD_008,16,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,4
2024-01-27,STORE_03,PROD_008,20,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,5
2024-01-28,STORE_03,PROD_008,20,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,6
2024-01-29,STORE_03,PROD_008,14,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,0
2024-01-30,STORE_03,PROD_008,15,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,1
2024-01-31,STORE_03,PROD_008,12,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,1,2
2024-02-01,STORE_03,PROD_008,10,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,3
2024-02-02,STORE_03,PROD_008,49,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,4
2024-02-03,STORE_03,PROD_008,21,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,5
2024-02-04,STORE_03,PROD_008,24,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,6
2024-02-05,STORE_03,PROD_008,29,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,0
2024-02-06,STORE_03,PROD_008,9,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,1
2024-02-07,STORE_03,PROD_008,17,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,2
2024-02-08,STORE_03,PROD_008,16,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,3
2024-02-09,STORE_03,PROD_008,8,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,4
2024-02-10,STORE_03,PROD_008,29,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,5
2024-02-11,STORE_03,PROD_008,16,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,6
2024-02-12,STORE_03,PROD_008,11,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,0
2024-02-13,STORE_03,PROD_008,25,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,1
2024-02-14,STORE_03,PROD_008,10,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,2
2024-02-15,STORE_03,PROD_008,38,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,3
2024-02-16,STORE_03,PROD_008,9,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,4
2024-02-17,STORE_03,PROD_008,29,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,5
2024-02-18,STORE_03,PROD_008,20,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,6
2024-02-19,STORE_03,PROD_008,17,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,0
2024-02-20,STORE_03,PROD_008,17,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,1
2024-02-21,STORE_03,PROD_008,23,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,2
2024-02-22,STORE_03,PROD_008,22,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,3
2024-02-23,STORE_03,PROD_008,18,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,4
2024-02-24,STORE_03,PROD_008,16,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,5
2024-02-25,STORE_03,PROD_008,15,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,6
2024-02-26,STORE_03,PROD_008,25,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,0
2024-02-27,STORE_03,PROD_008,15,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,1
2024-02-28,STORE_03,PROD_008,4,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,2
2024-02-29,STORE_03,PROD_008,10,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,2,3
2024-03-01,STORE_03,PROD_008,10,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,4
2024-03-02,STORE_03,PROD_008,31,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,5
2024-03-03,STORE_03,PROD_008,30,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,6
2024-03-04,STORE_03,PROD_008,11,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,0
2024-03-05,STORE_03,PROD_008,19,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,1
2024-03-06,STORE_03,PROD_008,13,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,2
2024-03-07,STORE_03,PROD_008,15,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,3
2024-03-08,STORE_03,PROD_008,15,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,4
2024-03-09,STORE_03,PROD_008,25,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,5
2024-03-10,STORE_03,PROD_008,23,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,6
2024-03-11,STORE_03,PROD_008,14,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,0
2024-03-12,STORE_03,PROD_008,19,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,1
2024-03-13,STORE_03,PROD_008,15,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,2
2024-03-14,STORE_03,PROD_008,13,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,3
2024-03-15,STORE_03,PROD_008,32,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,4
2024-03-16,STORE_03,PROD_008,31,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,5
2024-03-17,STORE_03,PROD_008,16,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,6
2024-03-18,STORE_03,PROD_008,14,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,0
2024-03-19,STORE_03,PROD_008,12,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,1
2024-03-20,STORE_03,PROD_008,23,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,2
2024-03-21,STORE_03,PROD_008,19,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,3
2024-03-22,STORE_03,PROD_008,22,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,4
2024-03-23,STORE_03,PROD_008,27,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,5
2024-03-24,STORE_03,PROD_008,27,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,6
2024-03-25,STORE_03,PROD_008,11,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,0
2024-03-26,STORE_03,PROD_008,16,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,1
2024-03-27,STORE_03,PROD_008,14,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,2
2024-03-28,STORE_03,PROD_008,22,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,3
2024-03-29,STORE_03,PROD_008,10,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,4
2024-03-30,STORE_03,PROD_008,36,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,5
2024-03-31,STORE_03,PROD_008,18,Bogota,42,Jugo de Naranja,Bebidas,2000,5000,50,4,down,3,6
2024-01-01,STORE_04,PROD_001,9,Cali,40,Tinto,Bebidas,800,2500,10,29,seasonal,1,0
2024-01-02,STORE_04,PROD_001,8,Cali,40,Tinto,Bebidas,800,2500,10,29,seasonal,1,1
