id_tienda,id_producto,nombre_producto,categoria,ciudad,trend_type,P10,P50_pronostico,P90,sigma_hat,margen_unitario_Cu,costo_hold_Co,critical_ratio_CR,z_score,Q_optimo,stock_actual,PEDIDO_RECOMENDADO,nivel_servicio_pct,agresividad,costo_esperado_opt,costo_esperado_naive,ahorro_vs_naive_COP
STORE_17,PROD_004,Pan de Bono,Alimentos,Medellin,seasonal,18.8,19.1,37.4,7.25,1800.0,20.0,0.989,2.291,35.7,25,11,98.9,MUY AGRESIVO,381.9,5265.48,4883.57
STORE_17,PROD_005,Bunuelo,Alimentos,Medellin,random,59.5,63.7,66.5,2.74,1700.0,20.0,0.9884,2.269,70.0,29,41,98.8,MUY AGRESIVO,143.11,1878.57,1735.46
STORE_17,PROD_006,Croissant,Alimentos,Medellin,down,32.5,35.4,45.5,5.07,2300.0,25.0,0.9892,2.299,47.0,15,32,98.9,MUY AGRESIVO,334.86,4705.01,4370.15
STORE_17,PROD_007,Pastel de Pollo,Alimentos,Medellin,down,62.5,61.0,67.6,1.99,2000.0,30.0,0.9852,2.176,65.4,31,34,98.5,MUY AGRESIVO,150.74,1608.39,1457.65
STORE_17,PROD_008,Jugo de Naranja,Bebidas,Medellin,up,54.6,60.2,67.3,4.94,3000.0,50.0,0.9836,2.135,70.7,22,49,98.4,MUY AGRESIVO,615.92,6012.26,5396.33
STORE_18,PROD_001,Tinto,Bebidas,Bogota,up,70.5,72.1,74.8,1.68,1700.0,10.0,0.9942,2.521,76.4,8,68,99.4,MUY AGRESIVO,47.63,1143.21,1095.58
STORE_18,PROD_002,Cafe con Leche,Bebidas,Bogota,up,116.3,123.2,133.2,6.59,2300.0,15.0,0.9935,2.485,139.6,33,107,99.4,MUY AGRESIVO,277.66,6086.09,5808.42
STORE_18,PROD_003,Cappuccino,Bebidas,Bogota,seasonal,55.2,65.9,73.6,7.21,3000.0,15.0,0.995,2.578,84.5,20,64,99.5,MUY AGRESIVO,312.78,8667.84,8355.07
STORE_18,PROD_004,Pan de Bono,Alimentos,Bogota,down,80.1,95.0,125.0,17.5,1800.0,20.0,0.989,2.291,135.1,3,132,98.9,MUY AGRESIVO,921.49,12705.08,11783.59
STORE_18,PROD_005,Bunuelo,Alimentos,Bogota,down,83.5,86.5,94.2,4.17,1700.0,20.0,0.9884,2.269,96.0,29,67,98.8,MUY AGRESIVO,217.99,2861.5,2643.51
STORE_18,PROD_006,Croissant,Alimentos,Bogota,seasonal,106.7,107.4,109.4,1.06,2300.0,25.0,0.9892,2.299,109.8,22,88,98.9,MUY AGRESIVO,70.06,984.44,914.37
STORE_18,PROD_007,Pastel de Pollo,Alimentos,Bogota,down,131.9,137.0,139.1,2.82,2000.0,30.0,0.9852,2.176,143.1,6,137,98.5,MUY AGRESIVO,213.85,2281.77,2067.92
STORE_18,PROD_008,Jugo de Naranja,Bebidas,Bogota,seasonal,96.4,97.7,101.8,2.12,3000.0,50.0,0.9836,2.135,102.3,36,66,98.4,MUY AGRESIVO,264.65,2583.4,2318.74
STORE_19,PROD_001,Tinto,Bebidas,Bogota,seasonal,36.6,39.6,48.2,4.53,1700.0,10.0,0.9942,2.521,51.0,9,42,99.4,MUY AGRESIVO,128.61,3087.08,2958.47
STORE_19,PROD_002,Cafe con Leche,Bebidas,Bogota,up,82.4,87.0,85.8,1.33,2300.0,15.0,0.9935,2.485,90.3,16,74,99.4,MUY AGRESIVO,56.17,1231.09,1174.93
STORE_19,PROD_003,Cappuccino,Bebidas,Bogota,up,83.1,86.0,89.9,2.66,3000.0,15.0,0.995,2.578,92.9,8,85,99.5,MUY AGRESIVO,115.36,3197.03,3081.67
STORE_19,PROD_004,Pan de Bono,Alimentos,Bogota,down,40.9,41.5,48.4,2.9,1800.0,20.0,0.989,2.291,48.2,25,23,98.9,MUY AGRESIVO,152.95,2108.77,1955.83
STORE_19,PROD_005,Bunuelo,Alimentos,Bogota,up,166.0,187.1,185.3,7.52,1700.0,20.0,0.9884,2.269,204.2,17,187,98.8,MUY AGRESIVO,393.32,5163.05,4769.72
STORE_19,PROD_006,Croissant,Alimentos,Bogota,seasonal,122.3,126.7,128.7,2.5,2300.0,25.0,0.9892,2.299,132.4,12,120,98.9,MUY AGRESIVO,164.73,2314.54,2149.81
STORE_19,PROD_007,Pastel de Pollo,Alimentos,Bogota,up,109.7,111.8,119.6,3.86,2000.0,30.0,0.9852,2.176,120.2,0,120,98.5,MUY AGRESIVO,293.04,3126.73,2833.7
STORE_19,PROD_008,Jugo de Naranja,Bebidas,Bogota,random,73.5,78.6,91.3,6.95,3000.0,50.0,0.9836,2.135,93.4,18,75,98.4,MUY AGRESIVO,866.23,8455.58,7589.35
STORE_20,PROD_001,Tinto,Bebidas,Medellin,up,34.7,36.8,41.2,2.54,1700.0,10.0,0.9942,2.521,43.2,19,24,99.4,MUY AGRESIVO,72.25,1734.16,1661.92
STORE_20,PROD_002,Cafe con Leche,Bebidas,Medellin,seasonal,53.7,56.3,64.1,4.08,2300.0,15.0,0.9935,2.485,66.5,3,63,99.4,MUY AGRESIVO,171.7,3763.5,3591.79
STORE_20,PROD_003,Cappuccino,Bebidas,Medellin,up,109.4,123.8,127.4,7.01,3000.0,15.0,0.995,2.578,141.9,8,134,99.5,MUY AGRESIVO,304.23,8431.03,8126.8
STORE_20,PROD_004,Pan de Bono,Alimentos,Medellin,random,37.8,39.6,44.8,2.73,1800.0,20.0,0.989,2.291,45.9,42,4,98.9,MUY AGRESIVO,144.02,1985.74,1841.72
STORE_20,PROD_005,Bunuelo,Alimentos,Medellin,seasonal,119.5,122.8,124.6,1.97,1700.0,20.0,0.9884,2.269,127.3,15,112,98.8,MUY AGRESIVO,103.23,1355.02,1251.79
STORE_20,PROD_006,Croissant,Alimentos,Medellin,up,148.8,154.0,152.5,1.46,2300.0,25.0,0.9892,2.299,157.3,11,146,98.9,MUY AGRESIVO,96.45,1355.16,1258.71
STORE_20,PROD_007,Pastel de Pollo,Alimentos,Medellin,random,115.2,120.5,122.8,2.97,2000.0,30.0,0.9852,2.176,126.9,54,73,98.5,MUY AGRESIVO,225.59,2407.13,2181.53
STORE_20,PROD_008,Jugo de Naranja,Bebidas,Medellin,seasonal,142.2,143.3,146.9,1.84,3000.0,50.0,0.9836,2.135,147.3,33,114,98.4,MUY AGRESIVO,229.92,2244.35,2014.43
